ACCT_TOKEN,I_ECIF_CUST_ID,C_ECIF_CUST_ROLE,C_FED_EXMPT,X_EMPL,CUST_DEF,CUST_ELIG_STATUS,CUST_ELIG_REASON,CHILD_OFF_CD,OFF_ST_DATE,OFF_END_DATE,CUST_OVER_STATUS,BONUS_1_TYPE,BONUS_1_VAL,BONUS_1_DESC,BONUS_1_STATUS,TAX_TYPE_B1,ELIG_ACCT_OPEN,ACCT_OPEN_DATE,ACCT_STATUS,OPEN_ACCT_QA_STATUS,OPEN_ACCT_QA_REASON,DD_TRX,DD_DATE,DD_TRX_DAYS_RM,DD_QA_STATUS,DD_QA_REASON,BONUS_2_TYPE,BONUS_2_VAL,BONUS_2_DESC,BONUS_2_STATUS,TAX_TYPE_B2,TTL_DPST_BLC,TTL_DPST_BLC_DAYS_RM,INCR_BLC_QA_STATUS,INCR_BLC_QA_REASON,INCR_BLC_DATE,TTL_DSPT_BLC_DAYS_MTN,MAINTAIN_BLC_QA_STATUS,MAINTAIN_BLC_QA_REASON,MAINTAIN_BLC_DATE,AGENT_ID,AGENT_NAME,Bonus_1_OVR_REASON,BONUS_1_OVR_DATE,Bonus_2_OVR_REASON,BONUS_2_OVR_DATE,OFFER_REDEEM_DATE,CUST_D_LOAD,ACCT_D_PRCSS_DAY,TRX_D_PRCSS_DAY,RULES_EXECUTE_DATE
DDA-:-f245e138336134991fffbcc4e169a9764f84f1f7d54e2e2daeff1ef3f66fdfbf,a191ccfc97cbecf64,1000016,N,N,Prospect,1,NHS100,NH53JJ49JAMAQDRK,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,30/08/24,Open,3,NHS100,2858.87,09/11/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,4.76,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-30-2024,51:22.6,06/11/24,06/11/24,2024-11-09 22:49:24 PM CST
DDA-:-4320d6805cc2f2426fd9ba934fe6e55938ecbbd47f4a3bf4678c5a83dc1f03d8,ad7ffcdb35f7981332c,1000016,N,N,Prospect,4,NHS410,NH53JJ49QG7GXLWK,19/08/24,06/09/24,4,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,30/08/24,Closed,4,NHS410,0,Not met,0,4,NHS410,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,0,0,4,NHS410,Not met,,4,NHS410,,,,,,,,08-30-2024,34:37.4,09/10/24,null,2024-11-09 22:49:24 PM CST
DDA-:-c8ee55d8389471bae38bc38fa83c05d330a22397645fc02a1af60fd484f78ea5,5ee591e7-90ad3e1c590b,1000016,N,N,Prospect,1,NHS100,NH53JJ49XYICCHUE,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,30/08/24,Open,3,NHS100,9489.36,10/10/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,984.52,0,3,NHS303,10/10/24,0,4,NHS403,30/10/24,,,,,,,08-30-2024,49:49.5,08/11/24,07/11/24,2024-11-09 22:49:24 PM CST
DDA-:-5b50bb543f1d243776f70b9278d69ca9a83badde59f628a2c6fc45560a7251c7,af8af14e781754cced2,1000016,N,N,Prospect,1,NHS100,NH53JJ49VPCUXVHD,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,30/08/24,Open,3,NHS100,402.92,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0.92,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-30-2024,06:28.1,08/11/24,07/11/24,2024-11-09 22:49:24 PM CST
DDA-:-fd4f5aa447ec9b56b4906b8628d198be1010c7e12a34f2877b6ab1e486a25f39,5124e4dd-aebe03a450,1000016,N,N,Prospect,1,NHS100,NH53JJ497N7JUV0K,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,31/08/24,Open,3,NHS100,8691.18,10/11/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,11378.32,0,3,NHS303,11/10/24,0,3,NHS304,31/10/24,,,,,,,08-31-2024,00:37.9,08/11/24,08/11/24,2024-11-09 22:49:24 PM CST
DDA-:-f68079166ef497ad1de06c1432df01be5cca5f0936c3f4d0953a25e8c0edd4f9,d587f4-0059d7e36f83,1000016,N,N,Prospect,1,NHS100,NH53JJ49UBUGLB4K,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,31/08/24,Open,3,NHS100,3477.48,10/09/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,321.79,0,3,NHS303,15/10/24,0,4,NHS403,04/11/24,,,,,,,08-31-2024,13:08.2,08/11/24,06/11/24,2024-11-09 22:49:24 PM CST
DDA-:-0d0e9ca7287e992de141b55da614883c259fd25cb2ab04fe9f5017f216015f93,6b9d4f79-bc73fff9,1000016,N,N,Prospect,1,NHS100,NH53JJ497VIFI8GF,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,31/08/24,Open,3,NHS100,2150,10/16/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,842.81,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-31-2024,09:22.2,08/11/24,30/10/24,2024-11-09 22:49:24 PM CST
DDA-:-e36d8a136cb9d1fd1e9b340f8b4656683df4285022f29ca17b6b112498a56b0c,d255ecea-a92e94,1000016,N,N,Prospect,1,NHS100,NH53JJ49ZXDSLU25,19/08/24,06/09/24,3,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,31/08/24,Open,3,NHS100,7960.15,10/07/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,INT,10958.06,0,3,NHS303,11/10/24,0,3,NHS304,31/10/24,,,,,,,08-31-2024,39:23.0,07/11/24,01/11/24,2024-11-09 22:49:24 PM CST
DDA-:-47fbf2524d32c0074613d8a1cba7fb3a60f51e1d900b2f32c51a7d95a37e12a3,1cef5ba37d8e4,1000016,N,N,Prospect,1,NHS100,NH53JJ49Y6FE1DLT,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,31/08/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-31-2024,58:54.8,03/09/24,null,2024-11-09 22:49:24 PM CST
DDA-:-b71c4a4ab437eb6b551cb073d5c4232f1c7eb0dcc8a7450e74dc568f06a30567,8e06b157-8efb-42e5,1000016,N,N,Prospect,1,NHS100,NH53JJ49NAQAFW2Y,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,31/08/24,Open,3,NHS100,11837.76,09/05/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,192.64,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-31-2024,37:48.2,08/11/24,30/10/24,2024-11-09 22:49:24 PM CST
DDA-:-3d3d6a393bb4d077eb6ed7fffd304b4e8a743d6b14da769d4a3f3692b6c850fa,10c7d8054348d0,1000016,N,N,Prospect,1,NHS100,NH53JJ492M1Z2CPM,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,03/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,2,INT,450.54,0,3,NHS303,30/09/24,0,3,NHS304,20/10/24,,,,,,,09/03/24,06:23.5,08/11/24,null,2024-11-09 22:49:24 PM CST
DDA-:-cfa4a5493e0c622c47295503723640eeb8c2d52cc45707186acae18291afa7f4,c7104b7163ae6a,1000016,N,N,Prospect,1,NHS100,NH53JJ49XQKNRDYL,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,03/09/24,Open,3,NHS100,2247.15,09/12/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,3.92,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/03/24,20:26.1,08/11/24,07/11/24,2024-11-09 22:49:24 PM CST
DDA-:-1f0618d7d55cb2edcdc0365f421f8c67a5545d4b8a56af524f9426e9e0babf60,a3d64dfcb4,1000016,N,N,Prospect,1,NHS100,NH53JJ49RVQ4PBMT,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,31/08/24,Open,3,NHS100,1250.72,10/24/2024,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,266.71,0,5,NHS500,Not met,,6,NHS602,,,,,,,,08-31-2024,39:50.2,08/11/24,07/11/24,2024-11-09 22:49:24 PM CST
DDA-:-fee2eacd020be6fe733c23aa8ebafe521eb249d2d56704e55a6fb2eb5cfd0950,f18b254628b,1000016,N,N,Prospect,1,NHS100,NH53JJ49QTUIL6PR,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,03/09/24,Open,3,NHS100,3286,10/01/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,35.76,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/03/24,03:35.4,08/11/24,30/10/24,2024-11-09 22:49:24 PM CST
DDA-:-aa964f018ba7fd9542f82c70bc95320bf3c7d2902212f4836906d5698911db43,d5de82abee7,1000016,N,N,Prospect,1,NHS100,NH53JJ49IQ401ZHY,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,04/09/24,Open,3,NHS100,1050,10/02/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,671.38,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/04/24,12:10.2,08/11/24,05/11/24,2024-11-09 22:49:25 PM CST
DDA-:-da78beef3195b83747bd284d5b3c063a5adcc4bb3b03103189039093c35f191c,8ae40b40,1000016,N,N,Prospect,1,NHS100,NH53JJ49PVO2FOFG,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,05/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,16:20.4,05/09/24,null,2024-11-09 22:49:25 PM CST
DDA-:-8bccbd299f168326ba36549e2fa2fb39fbffde3c43b19e63e285d4e8df6893b7,3483b995-3ea51,1000016,N,N,Prospect,4,NHS410,NH53JJ49Z3IDDXCA,19/08/24,06/09/24,4,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,06/09/24,Closed,4,NHS410,0,Not met,0,4,NHS410,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,0,0,4,NHS410,Not met,,4,NHS410,,,,,,,,09/06/24,56:40.3,08/10/24,null,2024-11-09 22:49:25 PM CST
DDA-:-9f69c076ec40524cc717ab8b2da78890c7a1cc752ffe011a7161316b8d185f3f,aa2b99ce7,1000016,N,N,Prospect,1,NHS100,NH53JJ49BCR22YSY,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,05/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,14:25.9,05/09/24,null,2024-11-09 22:49:25 PM CST
DDA-:-4d54a14eac8f509132801bf71a8c872ffa1c8b8a1c0537f7c1d0dcd310e680b5,aeba8ac2705c91,1000016,A,N,Prospect,1,NHS100,NH53JJ49APR42MS8,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,05/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,2.62,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,26:49.3,31/10/24,null,2024-11-09 22:49:25 PM CST
DDA-:-e5571e7ac4b0acd4af6fb97c08165671559e6a6822cdc84ff19fe71e1e8dbf90,57ec56281f7436be5,1000016,N,N,Prospect,1,NHS100,NH53JJ49WT2R6GDQ,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,05/09/24,Open,3,NHS100,4232.78,10/11/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,4482.78,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,51:58.2,08/11/24,08/11/24,2024-11-09 22:49:25 PM CST
DDA-:-b1f1a115d74e3b3c22e038147481f6a4d65909ed5ccec2b6fb409256445d8954,3b7038c9-0ac30f,1000016,N,N,Prospect,1,NHS700,NH53JJ49HIMQTFF2,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,05/09/24,Open,3,NHS700,860.22,10/24/2024,0,3,NHS700,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,56.79,0,5,NHS500,Not met,,6,NHS602,,E459803,PRAMODSURVANA,1,10/29/2024,,,09/05/24,07:31.5,08/11/24,07/11/24,2024-11-09 22:49:25 PM CST
DDA-:-a7e07a7584a1ecc51f9b611ba1ef6915f179007740ed51e543c3fac2915a974e,99f50e4e-6238,1000016,N,N,Prospect,1,NHS100,NH53JJ49ZKWXVHUC,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,05/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,50:59.4,05/09/24,null,2024-11-09 22:49:25 PM CST
DDA-:-618097fd8802f820d67e042516b0b65d8268d5c56826568e87a813e88f698fb2,959c0381-9e8e422,1000016,A,N,Prospect,1,NHS100,NH53JJ49PXZ9RRHS,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,05/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,-35.59,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,44:45.3,28/10/24,null,2024-11-09 22:49:25 PM CST
DDA-:-c107dfcf145b24fd38edf6052f6e9eba70b0a3893c41ade0c672cbb454ad8cca,e2aeb4ff-01a00136ec75c,1000016,N,N,Prospect,1,NHS100,NH53JJ49VWJ4PI9R,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,05/09/24,Open,3,NHS100,3254.68,9/27/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,2083.17,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,32:38.0,08/11/24,08/11/24,2024-11-09 22:49:25 PM CST
DDA-:-b3de96e5deb48ea1df94ecd49b83d563cabd18579074de5d19fcffff1703a564,095f3fd0-eeca-44151d,1000016,N,N,Prospect,1,NHS100,NH53JJ49DYBBBXVM,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,05/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,56:30.5,05/09/24,null,2024-11-09 22:49:25 PM CST
DDA-:-ffed6c3e9867ec570569bb66a9609bc1df7606a1c06a31e84f51d321c8f0d7be,114ffa4f-3a1e08b647a53cd,1000016,N,N,Prospect,1,NHS100,NH53JJ493VYZPJVS,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,05/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,18:24.0,05/09/24,null,2024-11-09 22:49:25 PM CST
DDA-:-bc22770d2b0e2dfa5f3c39c2573cf1ec117fdba9e81aed646bc66ecf56960668,7c0f257c-e9c9afae3,1000016,N,N,Prospect,1,NHS100,NH53JJ49TCSTSPVM,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,05/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,46:33.7,05/09/24,null,2024-11-09 22:49:25 PM CST
DDA-:-033679009a039ee7fe2cd3d81b812c25429fc81e70921194b2a33ee69259a1c3,f6339bc1-c51ebcb56,1000016,N,N,Prospect,1,NHS100,NH53JJ491FD5DBSA,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,05/09/24,Open,3,NHS100,5702.66,9/19/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,2.7,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,02:16.2,04/11/24,17/10/24,2024-11-09 22:49:25 PM CST
DDA-:-493a5acd0ff368395f1f26830b30489b19a1b9928d3ed67328e1d864fa9af40b,8eafeb7-b33344352d36,1000016,N,N,Prospect,1,NHS100,NH53JJ49AE5NN6UE,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,05/09/24,Open,3,NHS100,2644.72,9/27/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,3736.91,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,52:17.1,29/10/24,11/10/24,2024-11-09 22:49:25 PM CST
DDA-:-f22adf46298d67e58bff3eb4fa830f03d35cf536fea4104d7d7860daf597de67,f4b10a65-cef,1000016,N,N,Prospect,1,NHS100,NH53JJ49SWQJD7SA,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,05/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/05/24,07:10.7,05/09/24,null,2024-11-09 22:49:25 PM CST
DDA-:-98d3ed6318c9abd595e794992adcd5d622adaaf0c0984b062bdfda3c64b01865,1c78e67e-9f56-522da,1000016,N,N,Prospect,1,NHS100,NH53JJ49895AEDU6,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,06/09/24,Open,3,NHS100,4449.15,9/24/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,158.23,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/06/24,19:40.6,08/11/24,05/11/24,2024-11-09 22:49:25 PM CST
DDA-:-8b7e91a862bd0269f315ead4c0427acbb85bf0341d924040297dac6e441c17a7,6ee5385b-e9de3f,1000016,N,N,Prospect,1,NHS100,NH53JJ49HILCGR3E,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,06/09/24,Open,3,NHS100,1731.67,10/10/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,302.69,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/06/24,55:03.5,08/11/24,07/11/24,2024-11-09 22:49:25 PM CST
DDA-:-0c2504bf2987f593d61c63966ad6b16e06bc373915f88a11bdd998bd51e974eb,a7e65188-b9e610,1000016,N,N,Prospect,1,NHS100,NH53JJ49RDT7BS0G,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,06/09/24,Open,3,NHS100,11956.01,9/18/2024,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,INT,8776.34,0,3,NHS303,06/09/24,0,4,NHS403,26/09/24,,,,,,,09/06/24,32:59.6,08/11/24,30/10/24,2024-11-09 22:49:25 PM CST
DDA-:-7e5e9cf450d9321527462d6f5f09ad7f03a344945fdb489343dc363d34455360,2980bae11878c4,1000016,N,N,Prospect,1,NHS100,NH53JJ49JUEWCNLU,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,06/09/24,Open,3,NHS100,4494.67,09/11/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,1248.11,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/06/24,41:59.0,07/11/24,06/11/24,2024-11-09 22:49:25 PM CST
DDA-:-d4cd8502fe9d25a7d656f29070a0df4d23e774594c522fa74717dca15a62a175,d9771402-cebcbe745,1000016,N,N,Prospect,1,NHS100,NH53JJ49OMLRWBK3,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,06/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/06/24,34:46.4,06/09/24,null,2024-11-09 22:49:25 PM CST
DDA-:-ad29849762b936fd9c2c01ad41ebe7c39c3760006e47a622527b6d98e17ef7f9,1cd8316695a2cf55a,1000016,N,N,Prospect,1,NHS100,NH53JJ49DTKCFAAT,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,06/09/24,Open,3,NHS100,6927.1,10/02/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,4574.88,0,5,NHS500,31/10/24,10,6,NHS602,20/11/24,,,,,,,09/06/24,51:41.4,06/11/24,31/10/24,2024-11-09 22:49:25 PM CST
DDA-:-ab4af28fe3080c33eae8786a73f13c2cde3f509e50f5eaaeb8367ea7f541d06c,e1c531f6-c6399,1000016,N,N,Prospect,1,NHS100,NH53JJ491FHLPILD,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,4,MISC,Y,06/09/24,Open,3,NHS100,0,Not met,0,4,NHS401,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,0,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/06/24,33:01.1,06/09/24,null,2024-11-09 22:49:25 PM CST
DDA-:-8ba08ff075d4d6503a76c60147c417d22aa78b8ecf4656a5cb8340d9452a4f31,9288bedf-00f4,1000016,N,N,Prospect,1,NHS100,NH53JJ49VH56BBFF,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,06/09/24,Open,3,NHS100,4667.31,10/03/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,4514.68,0,5,NHS500,31/10/24,10,6,NHS602,20/11/24,,,,,,,09/06/24,42:20.0,04/11/24,31/10/24,2024-11-09 22:49:25 PM CST
DDA-:-53e85320a0c9cab08dac1a6189ae5cbb66d0f1938ec86e877c5095ba95ff05a6,13cdecfa-1ad7b89,1000016,N,N,Prospect,1,NHS100,NH53JJ49VJ62UK8K,19/08/24,06/09/24,2,Cash,250,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,3,MISC,Y,06/09/24,Open,3,NHS100,1800.24,10/09/24,0,3,NHS302,Cash,150,CONGRATULATIONS! You have earned your reward.  Thank you for banking with Fifth Third.,5,INT,585.74,0,5,NHS500,Not met,,6,NHS602,,,,,,,,09/06/24,31:31.3,08/11/24,06/11/24,2024-11-09 22:49:25 PM CST
